id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,date_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens,description_token_ airflow,description_token_ alteryx,description_token_ apl,description_token_ asp.net,description_token_ assembly,description_token_ atlassian,description_token_ aurora,description_token_ aws,description_token_ azure,description_token_ bash,description_token_ bigquery,description_token_ bitbucket,description_token_ c,description_token_ c++,description_token_ c/c++,description_token_ cognos,description_token_ css,description_token_ dax,description_token_ docker,description_token_ dplyr,description_token_ excel,description_token_ fortran,description_token_ gcp,description_token_ gdpr,description_token_ ggplot2,description_token_ git,description_token_ github,description_token_ gitlab,description_token_ go,description_token_ golang,description_token_ graphql,description_token_ hadoop,description_token_ html,description_token_ java,description_token_ javascript,description_token_ jira,description_token_ jquery,description_token_ js,description_token_ julia,description_token_ jupyter,description_token_ keras,description_token_ linux,description_token_ linux/unix,description_token_ looker,description_token_ matlab,description_token_ matplotlib,description_token_ microstrategy,description_token_ mongo,description_token_ mongodb,description_token_ mssql,description_token_ mysql,description_token_ no-sql,description_token_ node,description_token_ node.js,description_token_ nosql,description_token_ numpy,description_token_ outlook,description_token_ pandas,description_token_ perl,description_token_ php,description_token_ pl/sql,description_token_ plotly,description_token_ postgres,description_token_ postgresql,description_token_ power_bi,description_token_ powerpoint,description_token_ powerpoints,description_token_ powershell,description_token_ pyspark,description_token_ python,description_token_ pytorch,description_token_ qlik,description_token_ r,description_token_ redis,description_token_ redshift,description_token_ rshiny,description_token_ ruby,description_token_ rust,description_token_ sap,description_token_ sas,description_token_ scala,description_token_ scikit-learn,description_token_ seaborn,description_token_ selenium,description_token_ sharepoint,description_token_ shell,description_token_ snowflake,description_token_ solidity,description_token_ spark,description_token_ splunk,description_token_ spreadsheet,description_token_ spss,description_token_ sql,description_token_ ssis,description_token_ ssrs,description_token_ swift,description_token_ t-sql,description_token_ tableau,description_token_ tensorflow,description_token_ terminal,description_token_ tidyr,description_token_ twilio,description_token_ typescript,description_token_ unix,description_token_ unix/linux,description_token_ vb.net,description_token_ vba,description_token_ visio,description_token_ visual_basic,description_token_ vue,description_token_ vue.js,description_token_ word,description_token_airflow,description_token_alteryx,description_token_assembly,description_token_atlassian,description_token_aurora,description_token_aws,description_token_azure,description_token_bash,description_token_bigquery,description_token_bitbucket,description_token_c,description_token_c++,description_token_c/c++,description_token_cobol,description_token_cognos,description_token_crystal,description_token_css,description_token_dart,description_token_dax,description_token_docker,description_token_dplyr,description_token_excel,description_token_gcp,description_token_gdpr,description_token_ggplot2,description_token_git,description_token_github,description_token_go,description_token_golang,description_token_groovy,description_token_hadoop,description_token_html,description_token_java,description_token_javascript,description_token_jira,description_token_jquery,description_token_js,description_token_julia,description_token_jupyter,description_token_keras,description_token_linux,description_token_linux/unix,description_token_looker,description_token_matlab,description_token_matplotlib,description_token_microstrategy,description_token_mongo,description_token_mongodb,description_token_mssql,description_token_mysql,description_token_node.js,description_token_nosql,description_token_nuix,description_token_numpy,description_token_outlook,description_token_pandas,description_token_perl,description_token_php,description_token_postgres,description_token_postgresql,description_token_power_bi,description_token_powerpoint,description_token_powerpoints,description_token_powershell,description_token_pyspark,description_token_python,description_token_pytorch,description_token_qlik,description_token_r,description_token_redis,description_token_redshift,description_token_ruby,description_token_rust,description_token_sap,description_token_sas,description_token_scikit-learn,description_token_seaborn,description_token_selenium,description_token_sharepoint,description_token_shell,description_token_snowflake,description_token_spark,description_token_splunk,description_token_spreadsheet,description_token_spss,description_token_sql,description_token_ssis,description_token_ssrs,description_token_swift,description_token_t-sql,description_token_tableau,description_token_tensorflow,description_token_terminal,description_token_unix,description_token_vb.net,description_token_vba,description_token_visio,description_token_visual_basic,description_token_vue.js,description_token_word
3220,Data Management Senior (Remote),Solí? Technology Partners,Anywhere,via LinkedIn,"['8 hours ago', '83K to 147K a year', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:23.8,83K to 147K,a year,115000.0,83000.0,147000.0,,115000.0,115000.0,"['sharepoint', 'sql', 'hadoop', 'snowflake', 'python', 'power_bi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,Data Scientist,"Agile Resources, Inc.",United States,via LinkedIn,"['11 hours ago', '53 to 63 an hour', 'Full-time', 'Health insurance', 'Dental insurance']",11 hours ago,Full-time,False,00:23.8,53 to 63,an hour,58.0,53.0,63.0,58.0,,120640.0,"['linux', 'github', 'docker', 'sql', 'unix', 'python', 'gitlab', 'aws']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3223,Senior Business Intelligence Analyst,Agility Partners,United States,via LinkedIn,"['6 hours ago', '156K to 166K a year', 'Full-time', 'No degree mentioned']",6 hours ago,Full-time,False,00:23.8,156K to 166K,a year,161000.0,156000.0,166000.0,,161000.0,161000.0,"['power_bi', 'sharepoint']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3233,Health Data Analyst Associate,Nuna Inc.,Anywhere,via LinkedIn,"['10 hours ago', '60K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:25.6,60K to 90K,a year,75000.0,60000.0,90000.0,,75000.0,75000.0,"['sql', 'python']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3260,Senior Data Analyst,Storm6,Anywhere,via LinkedIn,"['13 hours ago', '90K to 110K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:32.3,90K to 110K,a year,100000.0,90000.0,110000.0,,100000.0,100000.0,"['looker', 'sql', 'r', 'tableau', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3262,Advisor Data Analyst,Fortuna BMC,United States,via My ArkLaMiss Jobs,"['12 hours ago', '77.1K to 124K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",12 hours ago,Full-time,False,00:32.3,77.1K to 124K,a year,100550.0,77100.0,124000.0,,100550.0,100550.0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,Feminist Data Analyst for Twitter,Upwork,Anywhere,via Upwork,"['8 hours ago', '20 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:33.3,20 to 75,an hour,47.5,20.0,75.0,47.5,,98800.0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3281,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",via ZipRecruiter,"['17 hours ago', '21.01 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,False,00:34.3,21.01,an hour,21.01,,,21.01,,43700.8,"['sas', 'spss', 'excel']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3290,Refactor Looker Setup,Upwork,Anywhere,via Upwork,"['42 minutes ago', '35 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",42 minutes ago,Contractor,True,00:47.7,35 to 70,an hour,52.5,35.0,70.0,52.5,,109200.0,"['sql', 'looker']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:47.7,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,"['jira', 'tableau', 'microstrategy', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,Data Analyst,P.volve,Anywhere,via LinkedIn,"['9 hours ago', '75K to 85K a year', 'Work from home', 'Full-time', 'No degree mentioned']",9 hours ago,Full-time,True,00:47.7,75K to 85K,a year,80000.0,75000.0,85000.0,,80000.0,80000.0,"['looker', 'tableau', 'sql', 'power_bi']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3309,Senior Data Analyst,Momentum Consulting Corporation,Anywhere,via Indeed,"['8 hours ago', '110K to 130K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,True,00:18.2,110K to 130K,a year,120000.0,110000.0,130000.0,,120000.0,120000.0,"['tableau', 'javascript', 'snowflake', 'sql']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['12 hours ago', '60K to 75K a year', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,00:19.3,60K to 75K,a year,67500.0,60000.0,75000.0,,67500.0,67500.0,[],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3326,Data analyst,Upwork,Anywhere,via Upwork,"['16 hours ago', '25 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",16 hours ago,Contractor,True,00:20.2,25 to 70,an hour,47.5,25.0,70.0,47.5,,98800.0,"['excel', 'r', 'python']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3332,Data Analyst,Synectics Inc.,Anywhere,via LinkedIn,"['9 hours ago', '36 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:20.2,36 to 40,an hour,38.0,36.0,40.0,38.0,,79040.0,"['excel', 'vba']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,"Data Analyst - Refugee Resettlement - Remote, US",Cherokee Federal,Anywhere,via Indeed,"['8 hours ago', '65K to 85K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,True,00:20.2,65K to 85K,a year,75000.0,65000.0,85000.0,,75000.0,75000.0,"['power_bi', 'excel', 'tableau']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,Data Analyst & Reporting Specialist,Upwork,Anywhere,via Upwork,"['9 hours ago', '10 to 35 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:21.3,10 to 35,an hour,22.5,10.0,35.0,22.5,,46800.0,"['excel', 'powerpoint']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,Data Analyst,Onward Search,Anywhere,via LinkedIn,"['2 hours ago', '38.00 to 41.79 an hour', 'Work from home', 'Contractor']",2 hours ago,Contractor,True,00:21.3,38.00 to 41.79,an hour,39.895,38.0,41.79,39.895,,82981.6,"['outlook', 'excel', 'powerpoint']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3341,"Senior Data Analyst, Business Optimization",Cox Communications,"Tuttle, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:21.3,77K to 116K,a year,96500.0,77000.0,116000.0,,96500.0,96500.0,"['tableau', 'microstrategy', 'powerpoint', 'sql', 'excel', 'swift']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3343,Technical Data Analyst,Swoon,Anywhere,via LinkedIn,"['8 hours ago', '50 to 55 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:21.3,50 to 55,an hour,52.5,50.0,55.0,52.5,,109200.0,"['alteryx', 'excel', 'sql', 'tableau']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
